prompt_idx,prompt,model_seed,gamma,amplification,step_to_watermark,match_percent,perplexity,z_score,source_file
1,Write a story about an alien visiting Earth.,1,0.025,5,0,0.020202020202020204,7.144731521606445,-0.3057762147373362,prompts.txt
1,Write a story about an alien visiting Earth.,1,0.025,5,10,0.10204081632653061,10.668024063110352,4.8849666330238275,prompts.txt
1,Write a story about an alien visiting Earth.,1,0.025,5,20,0.265625,13.320528030395508,17.437066325826773,prompts.txt
1,Write a story about an alien visiting Earth.,1,0.025,5,30,0.3464566929133858,12.12210750579834,23.203421045901703,prompts.txt
1,Write a story about an alien visiting Earth.,1,0.025,5,40,0.6484375,3.629072904586792,45.177853662369365,prompts.txt
1,Write a story about an alien visiting Earth.,1,0.025,5,50,0.6484375,3.629072904586792,45.177853662369365,prompts.txt
1,Write a story about an alien visiting Earth.,1,0.025,5,60,0.6484375,3.629072904586792,45.177853662369365,prompts.txt
1,Write a story about an alien visiting Earth.,1,0.025,5,70,0.6484375,3.629072904586792,45.177853662369365,prompts.txt
1,Write a story about an alien visiting Earth.,1,0.025,5,80,0.6484375,3.629072904586792,45.177853662369365,prompts.txt
1,Write a story about an alien visiting Earth.,1,0.025,5,90,0.6484375,3.629072904586792,45.177853662369365,prompts.txt
1,Write a story about an alien visiting Earth.,1,0.025,5,100,0.6484375,3.629072904586792,45.177853662369365,prompts.txt
1,Write a story about an alien visiting Earth.,1,0.025,5,120,0.6484375,3.629072904586792,45.177853662369365,prompts.txt
2,What are the pros and cons of automation in jobs?,1,0.025,5,0,0.058823529411764705,35.13746643066406,1.2632405836765062,prompts.txt
2,What are the pros and cons of automation in jobs?,1,0.025,5,10,0.13636363636363635,22.50604820251465,4.731484585935623,prompts.txt
2,What are the pros and cons of automation in jobs?,1,0.025,5,20,0.17073170731707318,19.855941772460938,5.9768680632002456,prompts.txt
2,What are the pros and cons of automation in jobs?,1,0.025,5,30,0.26153846153846155,15.25847053527832,12.214793630346469,prompts.txt
2,What are the pros and cons of automation in jobs?,1,0.025,5,40,0.26153846153846155,15.25847053527832,12.214793630346469,prompts.txt
2,What are the pros and cons of automation in jobs?,1,0.025,5,50,0.26153846153846155,15.25847053527832,12.214793630346469,prompts.txt
2,What are the pros and cons of automation in jobs?,1,0.025,5,60,0.26153846153846155,15.25847053527832,12.214793630346469,prompts.txt
2,What are the pros and cons of automation in jobs?,1,0.025,5,70,0.26153846153846155,15.25847053527832,12.214793630346469,prompts.txt
2,What are the pros and cons of automation in jobs?,1,0.025,5,80,0.26153846153846155,15.25847053527832,12.214793630346469,prompts.txt
2,What are the pros and cons of automation in jobs?,1,0.025,5,90,0.26153846153846155,15.25847053527832,12.214793630346469,prompts.txt
2,What are the pros and cons of automation in jobs?,1,0.025,5,100,0.26153846153846155,15.25847053527832,12.214793630346469,prompts.txt
2,What are the pros and cons of automation in jobs?,1,0.025,5,120,0.26153846153846155,15.25847053527832,12.214793630346469,prompts.txt
3,Write a poem about summer heat.,1,0.025,5,0,0.03125,7.532170295715332,0.4529108136578382,prompts.txt
3,Write a poem about summer heat.,1,0.025,5,10,0.1487603305785124,8.397587776184082,8.719705829931563,prompts.txt
3,Write a poem about summer heat.,1,0.025,5,20,0.2975206611570248,2.342949151992798,19.200821351719085,prompts.txt
3,Write a poem about summer heat.,1,0.025,5,30,0.49586776859504134,2.23831844329834,33.17564204743578,prompts.txt
3,Write a poem about summer heat.,1,0.025,5,40,0.49586776859504134,2.23831844329834,33.17564204743578,prompts.txt
3,Write a poem about summer heat.,1,0.025,5,50,0.49586776859504134,2.23831844329834,33.17564204743578,prompts.txt
3,Write a poem about summer heat.,1,0.025,5,60,0.49586776859504134,2.23831844329834,33.17564204743578,prompts.txt
3,Write a poem about summer heat.,1,0.025,5,70,0.49586776859504134,2.23831844329834,33.17564204743578,prompts.txt
3,Write a poem about summer heat.,1,0.025,5,80,0.49586776859504134,2.23831844329834,33.17564204743578,prompts.txt
3,Write a poem about summer heat.,1,0.025,5,90,0.49586776859504134,2.23831844329834,33.17564204743578,prompts.txt
3,Write a poem about summer heat.,1,0.025,5,100,0.49586776859504134,2.23831844329834,33.17564204743578,prompts.txt
3,Write a poem about summer heat.,1,0.025,5,120,0.49586776859504134,2.23831844329834,33.17564204743578,prompts.txt
4,What are the benefits of investing in science research?,1,0.025,5,0,0.027777777777777776,7.409125804901123,0.1509702712192794,prompts.txt
4,What are the benefits of investing in science research?,1,0.025,5,10,0.0625,9.593097686767578,2.7174648819470297,prompts.txt
4,What are the benefits of investing in science research?,1,0.025,5,20,0.1015625,8.282438278198242,5.54815746730852,prompts.txt
4,What are the benefits of investing in science research?,1,0.025,5,30,0.1484375,10.66455364227295,8.944988569742307,prompts.txt
4,What are the benefits of investing in science research?,1,0.025,5,40,0.140625,10.145506858825684,8.378850052670009,prompts.txt
4,What are the benefits of investing in science research?,1,0.025,5,50,0.140625,10.145506858825684,8.378850052670009,prompts.txt
4,What are the benefits of investing in science research?,1,0.025,5,60,0.140625,10.145506858825684,8.378850052670009,prompts.txt
4,What are the benefits of investing in science research?,1,0.025,5,70,0.140625,10.145506858825684,8.378850052670009,prompts.txt
4,What are the benefits of investing in science research?,1,0.025,5,80,0.140625,10.145506858825684,8.378850052670009,prompts.txt
4,What are the benefits of investing in science research?,1,0.025,5,90,0.140625,10.145506858825684,8.378850052670009,prompts.txt
4,What are the benefits of investing in science research?,1,0.025,5,100,0.140625,10.145506858825684,8.378850052670009,prompts.txt
4,What are the benefits of investing in science research?,1,0.025,5,120,0.140625,10.145506858825684,8.378850052670009,prompts.txt
5,What are the benefits of space exploration for Earth?,1,0.025,5,0,0.02857142857142857,7.791863918304443,0.2344036154692477,prompts.txt
5,What are the benefits of space exploration for Earth?,1,0.025,5,10,0.1328125,10.28555965423584,7.812711535597711,prompts.txt
5,What are the benefits of space exploration for Earth?,1,0.025,5,20,0.1953125,10.082348823547363,12.341819672176094,prompts.txt
5,What are the benefits of space exploration for Earth?,1,0.025,5,30,0.21875,6.191611289978027,14.040235223392989,prompts.txt
5,What are the benefits of space exploration for Earth?,1,0.025,5,40,0.2265625,6.161672592163086,14.606373740465285,prompts.txt
5,What are the benefits of space exploration for Earth?,1,0.025,5,50,0.2265625,6.161672592163086,14.606373740465285,prompts.txt
5,What are the benefits of space exploration for Earth?,1,0.025,5,60,0.2265625,6.161672592163086,14.606373740465285,prompts.txt
5,What are the benefits of space exploration for Earth?,1,0.025,5,70,0.2265625,6.161672592163086,14.606373740465285,prompts.txt
5,What are the benefits of space exploration for Earth?,1,0.025,5,80,0.2265625,6.161672592163086,14.606373740465285,prompts.txt
5,What are the benefits of space exploration for Earth?,1,0.025,5,90,0.2265625,6.161672592163086,14.606373740465285,prompts.txt
5,What are the benefits of space exploration for Earth?,1,0.025,5,100,0.2265625,6.161672592163086,14.606373740465285,prompts.txt
5,What are the benefits of space exploration for Earth?,1,0.025,5,120,0.2265625,6.161672592163086,14.606373740465285,prompts.txt
6,Write a poem about the ocean.,1,0.025,5,0,0.0234375,24.05300521850586,-0.11322770341445967,prompts.txt
6,Write a poem about the ocean.,1,0.025,5,10,0.15748031496062992,13.560314178466797,9.562708122407743,prompts.txt
6,Write a poem about the ocean.,1,0.025,5,20,0.2222222222222222,14.559231758117676,14.17975765186158,prompts.txt
6,Write a poem about the ocean.,1,0.025,5,30,0.3543307086614173,10.619150161743164,23.771784084380617,prompts.txt
6,Write a poem about the ocean.,1,0.025,5,40,0.3543307086614173,10.619150161743164,23.771784084380617,prompts.txt
6,Write a poem about the ocean.,1,0.025,5,50,0.3543307086614173,10.619150161743164,23.771784084380617,prompts.txt
6,Write a poem about the ocean.,1,0.025,5,60,0.3543307086614173,10.619150161743164,23.771784084380617,prompts.txt
6,Write a poem about the ocean.,1,0.025,5,70,0.3543307086614173,10.619150161743164,23.771784084380617,prompts.txt
6,Write a poem about the ocean.,1,0.025,5,80,0.3543307086614173,10.619150161743164,23.771784084380617,prompts.txt
6,Write a poem about the ocean.,1,0.025,5,90,0.3543307086614173,10.619150161743164,23.771784084380617,prompts.txt
